2.0,1558841020863.0,-0.33984375,-135.0,-714.0,
2.0,1558841020866.0,-0.33984375,-134.375,-711.5,
2.0,1558841020922.0,-1.2099609,-135.25,-713.0,
2.0,1558841020926.0,-0.16992188,-135.0,-713.0,
2.0,1558841020927.0,-0.33984375,-135.25,-713.0,
2.0,1558841020982.0,-1.2099609,-135.25,-713.0,
2.0,1558841020982.0,-0.33984375,-135.25,-714.0,
2.0,1558841020983.0,0.5097656,-135.25,-714.0,
2.0,1558841021042.0,-0.33984375,-135.0,-712.0,
2.0,1558841021044.0,0.0,-135.5,-712.5,
2.0,1558841021044.0,-0.6899414,-134.625,-712.5,
2.0,1558841021102.0,-0.5097656,-134.625,-713.0,
9.0,1558841021104.0,-0.6489258,-0.006778717,9.78125,
10.0,1558841021105.0,0.11328125,0.47973633,0.033843994,
2.0,1558841021105.0,0.5097656,-135.5,-713.5,
9.0,1558841021106.0,-0.6489258,-0.006778717,9.78125,
10.0,1558841021106.0,0.08935547,0.4272461,-0.009223938,
2.0,1558841021110.0,0.6899414,-135.25,-712.0,
9.0,1558841021111.0,-0.6484375,-0.0064353943,9.78125,
10.0,1558841021111.0,0.0960083,0.40039063,-0.023620605,
2.0,1558841021163.0,-0.33984375,-134.375,-712.0,
9.0,1558841021164.0,-0.6484375,-0.010536194,9.78125,
10.0,1558841021165.0,0.07684326,0.35913086,0.052978516,
2.0,1558841021166.0,0.16992188,-135.5,-713.5,
9.0,1558841021167.0,-0.6479492,-0.009315491,9.78125,
10.0,1558841021167.0,0.07165527,0.3100586,0.052947998,
2.0,1558841021168.0,0.6899414,-135.5,-714.5,
9.0,1558841021168.0,-0.6479492,-0.009315491,9.78125,
10.0,1558841021168.0,0.085998535,0.4128418,-0.040405273,
2.0,1558841021223.0,0.0,-134.0,-712.5,
9.0,1558841021226.0,-0.6479492,-0.0074882507,9.78125,
10.0,1558841021227.0,0.08081055,0.4326172,0.00025773048,
2.0,1558841021228.0,0.8598633,-135.0,-713.5,
9.0,1558841021229.0,-0.6479492,-0.0074882507,9.78125,
10.0,1558841021229.0,0.08557129,0.44213867,0.02658081,
2.0,1558841021230.0,-0.16992188,-134.625,-712.5,
9.0,1558841021230.0,-0.64746094,-0.005935669,9.78125,
10.0,1558841021231.0,0.08508301,0.37597656,-0.004562378,
2.0,1558841021283.0,-1.3798828,-134.0,-712.5,
9.0,1558841021284.0,-0.64746094,-0.005935669,9.78125,
10.0,1558841021285.0,0.034820557,0.39038086,0.024154663,
2.0,1558841021285.0,0.8598633,-135.25,-713.5,
9.0,1558841021286.0,-0.64697266,-0.0042762756,9.78125,
10.0,1558841021286.0,0.082214355,0.3984375,-0.018951416,
2.0,1558841021287.0,0.33984375,-135.875,-714.0,
9.0,1558841021288.0,-0.64697266,-0.0042762756,9.78125,
10.0,1558841021288.0,0.101379395,0.43896484,0.048065186,
2.0,1558841021344.0,-0.8598633,-135.25,-711.5,
9.0,1558841021344.0,-0.6459961,-0.0024299622,9.78125,
10.0,1558841021345.0,0.10797119,0.43725586,-0.011810303,
2.0,1558841021346.0,0.16992188,-135.0,-713.0,
9.0,1558841021346.0,-0.6459961,-0.0024299622,9.78125,
10.0,1558841021347.0,0.08886719,0.42529297,-0.00223732,
2.0,1558841021348.0,-1.0292969,-134.625,-713.0,
9.0,1558841021349.0,-0.6459961,-0.0006556511,9.78125,
10.0,1558841021349.0,0.052642822,0.42333984,0.0025253296,
2.0,1558841021404.0,-1.0292969,-134.625,-713.0,
9.0,1558841021407.0,-0.6459961,-0.0006556511,9.78125,
10.0,1558841021408.0,0.076538086,0.43774414,-0.009437561,
2.0,1558841021408.0,0.0,-134.625,-712.5,
9.0,1558841021409.0,-0.6455078,0.0010528564,9.78125,
10.0,1558841021409.0,0.059448242,0.40966797,-0.007068634,
2.0,1558841021410.0,0.6899414,-135.25,-714.0,
9.0,1558841021411.0,-0.6455078,0.0010528564,9.78125,
10.0,1558841021412.0,0.04989624,0.3786621,0.036010742,
2.0,1558841021464.0,-0.6899414,-135.0,-714.5,
9.0,1558841021466.0,-0.64501953,0.0022773743,9.78125,
10.0,1558841021466.0,0.054351807,0.31030273,-0.009483337,
2.0,1558841021467.0,1.5498047,-135.25,-711.0,
9.0,1558841021467.0,-0.64501953,0.003944397,9.78125,
10.0,1558841021468.0,0.039978027,0.24658203,0.012054443,
2.0,1558841021469.0,2.0683594,-135.875,-711.5,
9.0,1558841021469.0,-0.64501953,0.018478394,9.78125,
10.0,1558841021470.0,0.0635376,0.43530273,8.314848e-05,
2.0,1558841021525.0,-1.0292969,-134.625,-713.0,
9.0,1558841021526.0,-0.64501953,0.03338623,9.78125,
10.0,1558841021526.0,0.07788086,0.48266602,-0.02142334,
2.0,1558841021533.0,0.0,-134.0,-713.0,
9.0,1558841021533.0,-0.64453125,0.044769287,9.78125,
10.0,1558841021534.0,0.039367676,0.49536133,-0.023788452,
2.0,1558841021534.0,0.33984375,-134.625,-712.5,
9.0,1558841021534.0,-0.64453125,0.049926758,9.78125,
10.0,1558841021535.0,0.09442139,0.4638672,0.014533997,
2.0,1558841021585.0,-1.2099609,-134.375,-713.0,
9.0,1558841021586.0,-0.64453125,0.049926758,9.78125,
10.0,1558841021587.0,0.07525635,0.38232422,0.06958008,
2.0,1558841021588.0,1.0292969,-135.5,-712.5,
9.0,1558841021589.0,-0.64404297,0.05593872,9.78125,
10.0,1558841021590.0,0.0748291,0.4243164,0.031280518,
2.0,1558841021590.0,0.16992188,-135.5,-714.0,
9.0,1558841021591.0,-0.64404297,0.05734253,9.78125,
10.0,1558841021591.0,0.1083374,0.44677734,-0.066833496,
2.0,1558841021646.0,-0.8598633,-135.25,-711.5,
9.0,1558841021647.0,-0.6435547,0.05935669,9.78125,
10.0,1558841021648.0,0.07678223,0.4736328,-0.035736084,
2.0,1558841021649.0,0.33984375,-135.875,-713.0,
9.0,1558841021650.0,-0.6435547,0.05935669,9.78125,
10.0,1558841021650.0,0.093566895,0.4519043,-0.023757935,
2.0,1558841021651.0,-0.5097656,-135.25,-711.5,
9.0,1558841021651.0,-0.6430664,0.061187744,9.78125,
10.0,1558841021652.0,0.11212158,0.4333496,0.02168274,
2.0,1558841021706.0,0.0,-135.0,-712.0,
9.0,1558841021707.0,-0.6430664,0.061187744,9.78125,
