2,1558945069139,26.484375,-141.875,-704.0,
2,1558945069139,25.625,-142.5,-702.5,
2,1558945069198,25.453125,-142.5,-703.5,
2,1558945069199,26.65625,-143.0,-703.0,
2,1558945069199,25.453125,-142.5,-702.0,
2,1558945069258,25.453125,-142.75,-702.5,
2,1558945069258,26.3125,-142.5,-702.0,
2,1558945069259,25.625,-142.5,-702.0,
2,1558945069318,25.453125,-142.5,-702.5,
2,1558945069319,25.796875,-142.125,-702.0,
2,1558945069319,24.75,-143.0,-704.0,
2,1558945069378,25.625,-143.375,-703.5,
9,1558945069379,-0.14257813,-0.14257813,9.796875,
10,1558945069380,0.029556274,0.027069092,-0.0078048706,
2,1558945069380,26.828125,-142.5,-702.5,
9,1558945069381,-0.14282227,-0.14196777,9.796875,
10,1558945069382,0.008270264,-0.023727417,0.04006958,
2,1558945069383,24.9375,-141.5,-702.0,
9,1558945069383,-0.14282227,-0.14196777,9.796875,
10,1558945069384,0.060943604,-0.1003418,-0.03173828,
2,1558945069438,25.625,-142.75,-702.5,
9,1558945069442,-0.14282227,-0.14147949,9.796875,
10,1558945069442,0.058532715,-0.03616333,-0.0078125,
2,1558945069443,26.3125,-143.0,-703.5,
9,1558945069443,-0.14282227,-0.14147949,9.796875,
10,1558945069444,0.048950195,-0.012229919,0.016113281,
2,1558945069444,27.703125,-143.625,-702.0,
9,1558945069445,-0.1430664,-0.14111328,9.796875,
10,1558945069445,0.02279663,-0.055664063,-0.02217102,
2,1558945069498,25.625,-142.75,-703.0,
9,1558945069499,-0.1430664,-0.14111328,9.796875,
10,1558945069500,0.03955078,-0.050872803,-0.01739502,
2,1558945069504,26.484375,-142.5,-702.0,
9,1558945069505,-0.14318848,-0.14050293,9.796875,
10,1558945069505,0.03250122,-0.0060310364,-0.0317688,
2,1558945069506,27.875,-142.75,-700.5,
9,1558945069506,-0.14318848,-0.14050293,9.796875,
10,1558945069506,0.03010559,0.04421997,0.008926392,
2,1558945069558,25.265625,-142.75,-703.0,
9,1558945069559,-0.14331055,-0.14135742,9.796875,
10,1558945069559,0.03024292,-0.014778137,0.04724121,
2,1558945069560,25.625,-143.0,-702.0,
9,1558945069561,-0.14331055,-0.14282227,9.796875,
10,1558945069561,0.039794922,-0.13781738,-0.036499023,
2,1558945069562,26.828125,-143.375,-703.5,
9,1558945069562,-0.14331055,-0.14233398,9.796875,
10,1558945069563,0.04940796,-0.0496521,-0.026947021,
2,1558945069618,26.140625,-142.125,-701.0,
9,1558945069619,-0.14331055,-0.14233398,9.796875,
10,1558945069620,0.011123657,0.031707764,0.0496521,
2,1558945069620,25.796875,-143.0,-702.5,
9,1558945069623,-0.14331055,-0.14221191,9.796875,
10,1558945069623,0.051849365,-0.09289551,-0.043701172,
2,1558945069624,24.9375,-141.875,-702.5,
9,1558945069624,-0.14331055,-0.14221191,9.796875,
10,1558945069625,0.059020996,-0.09527588,-0.03652954,
2,1558945069678,25.796875,-143.0,-701.5,
9,1558945069679,-0.14367676,-0.14172363,9.796875,
10,1558945069680,-0.0028972626,-0.03591919,0.01612854,
2,1558945069680,26.140625,-142.125,-703.5,
9,1558945069681,-0.14367676,-0.14172363,9.796875,
10,1558945069682,0.04736328,-0.04550171,0.02571106,
2,1558945069687,27.0,-143.0,-702.0,
9,1558945069688,-0.14379883,-0.14196777,9.796875,
10,1558945069688,0.035491943,-0.15063477,-0.034118652,
2,1558945069739,24.9375,-142.125,-703.0,
9,1558945069740,-0.14379883,-0.14196777,9.796875,
10,1558945069740,0.054656982,-0.095581055,-0.007797241,
2,1558945069741,26.65625,-142.75,-703.0,
9,1558945069742,-0.1439209,-0.14111328,9.796875,
10,1558945069742,0.035614014,0.025680542,0.01852417,
2,1558945069743,25.453125,-142.75,-702.5,
9,1558945069743,-0.1439209,-0.14111328,9.796875,
10,1558945069743,0.023651123,0.023284912,0.01612854,
2,1558945069798,25.96875,-142.75,-703.5,
9,1558945069799,-0.14379883,-0.14099121,9.796875,
10,1558945069800,0.073791504,-0.101257324,-0.02935791,
2,1558945069801,26.828125,-142.5,-702.5,
9,1558945069802,-0.14379883,-0.14099121,9.796875,
10,1558945069802,0.04510498,-0.14196777,-0.01499176,
2,1558945069803,25.265625,-143.0,-701.0,
9,1558945069803,-0.14379883,-0.14099121,9.796875,
10,1558945069803,0.01637268,-0.03186035,0.02809143,
2,1558945069858,24.9375,-142.5,-703.0,
9,1558945069859,-0.1439209,-0.14038086,9.796875,
10,1558945069860,0.033233643,-0.0061531067,-0.02456665,
2,1558945069861,26.3125,-142.75,-703.5,
9,1558945069861,-0.1439209,-0.14208984,9.796875,
10,1558945069862,0.0619812,-0.018844604,-0.022155762,
2,1558945069862,25.625,-142.75,-703.0,
9,1558945069863,-0.14404297,-0.14733887,9.796875,
10,1558945069863,0.0309906,-0.14282227,0.032958984,
2,1558945069901,25.453125,-143.625,-702.5,
9,1558945069901,-0.14404297,-0.14733887,9.796875,
10,1558945069902,0.06689453,-0.1595459,-0.03643799,
2,1558945069903,26.484375,-143.0,-702.5,
9,1558945069903,-0.14404297,-0.14672852,9.796875,
10,1558945069904,0.062072754,-0.009422302,-0.0005431175,
2,1558945069958,25.265625,-142.5,-703.0,
9,1558945069959,-0.14404297,-0.14672852,9.796875,
10,1558945069960,0.016586304,-0.054901123,0.023391724,
2,1558945069960,26.140625,-142.125,-703.5,
9,1558945069961,-0.1439209,-0.14672852,9.796875,
10,1558945069961,0.062042236,-0.114746094,-0.06274414,
2,1558945069962,25.265625,-142.125,-703.5,
9,1558945069963,-0.1439209,-0.14672852,9.796875,
10,1558945069963,0.033325195,-0.10040283,-0.014907837,
2,1558945070018,25.796875,-143.625,-703.5,
9,1558945070019,-0.14404297,-0.1463623,9.796875,
